113 Cause Name,Cause Name,State,Year,Age-adjusted Death Rate,Deaths,Number of Records
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,North Dakota,2003,39.9,282,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Ohio,2003,32.2,3757,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Oklahoma,2003,49.9,1748,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Oregon,2003,38.2,1401,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Pennsylvania,2003,37.9,5014,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Rhode Island,2003,33.9,393,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,South Carolina,2003,47.5,1941,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,South Dakota,2003,50.5,406,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Tennessee,2003,51.8,3004,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Texas,2003,40.8,8425,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,United States,2003,37.6,109277,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Utah,2003,34.7,702,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Vermont,2003,36.3,235,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Virginia,2003,37,2644,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Washington,2003,36.9,2239,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,West Virginia,2003,53.7,1004,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Wisconsin,2003,41,2345,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Wyoming,2003,55.1,273,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Alabama,2004,53,2403,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Alaska,2004,56,326,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Arizona,2004,49.3,2770,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Arkansas,2004,50.6,1406,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,California,2004,30.8,10633,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Colorado,2004,42.1,1810,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Connecticut,2004,34,1261,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Delaware,2004,35.4,294,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,District of Columbia,2004,38.4,219,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Florida,2004,44.7,8229,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Georgia,2004,45,3667,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Hawaii,2004,29.6,390,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Idaho,2004,43.6,593,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Illinois,2004,32.8,4133,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Indiana,2004,38.4,2395,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Iowa,2004,33.4,1108,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Kansas,2004,40.6,1144,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Kentucky,2004,54.8,2260,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Louisiana,2004,51.4,2300,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Maine,2004,35.5,480,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Maryland,2004,26,1412,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Massachusetts,2004,19.9,1366,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Michigan,2004,32.8,3312,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Minnesota,2004,35.5,1867,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Mississippi,2004,59.9,1703,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Missouri,2004,46.4,2728,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Montana,2004,55.3,535,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Nebraska,2004,39.7,743,1
All Causes,All Causes,Missouri,2011,812,55848,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Nevada,2004,45.2,1021,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New Hampshire,2004,34.3,445,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New Jersey,2004,26.3,2324,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New Mexico,2004,66,1223,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New York,2004,22.9,4530,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,North Carolina,2004,47.7,4019,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,North Dakota,2004,38.1,274,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Ohio,2004,36.1,4234,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Oklahoma,2004,55,1947,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Oregon,2004,38.9,1444,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Pennsylvania,2004,39.1,5200,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Rhode Island,2004,24.8,298,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,South Carolina,2004,50.1,2094,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,South Dakota,2004,50.9,416,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Tennessee,2004,53.6,3156,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Texas,2004,39.7,8323,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,United States,2004,38.1,112012,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Utah,2004,33.4,697,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Vermont,2004,39.4,253,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Virginia,2004,36.2,2630,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Washington,2004,37.9,2341,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,West Virginia,2004,59,1110,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Wisconsin,2004,39.7,2303,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Wyoming,2004,47.2,243,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Alabama,2005,51.9,2395,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Alaska,2005,50.8,313,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Arizona,2005,54.7,3150,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Arkansas,2005,47,1329,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,California,2005,31.7,11129,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Colorado,2005,44.1,1947,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Connecticut,2005,30.3,1134,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Delaware,2005,34.5,293,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,District of Columbia,2005,35.8,207,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Florida,2005,47.1,8868,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Georgia,2005,45,3762,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Hawaii,2005,32,436,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Idaho,2005,43.7,606,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Illinois,2005,33,4182,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Indiana,2005,39.3,2480,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Iowa,2005,36.7,1202,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Kansas,2005,40.6,1149,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Kentucky,2005,57.4,2405,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Louisiana,2005,68.5,3072,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Maine,2005,41.7,579,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Maryland,2005,25,1376,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Massachusetts,2005,28,1907,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Michigan,2005,34,3451,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Minnesota,2005,36.2,1922,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Mississippi,2005,67.1,1936,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Missouri,2005,47.8,2848,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Montana,2005,53.2,524,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Nebraska,2005,37.4,704,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Nevada,2005,47,1104,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New Hampshire,2005,36.3,477,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New Jersey,2005,28.8,2561,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New Mexico,2005,67,1267,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New York,2005,23.3,4645,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,North Carolina,2005,47.9,4123,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,North Dakota,2005,39.7,287,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Ohio,2005,37.7,4438,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Oklahoma,2005,56.1,2005,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Oregon,2005,38.8,1469,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Pennsylvania,2005,40.8,5446,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Rhode Island,2005,27.6,334,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,South Carolina,2005,53.4,2272,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,South Dakota,2005,48.7,402,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Tennessee,2005,52.6,3147,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Texas,2005,40.4,8598,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,United States,2005,39.5,117809,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Utah,2005,34.6,743,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Vermont,2005,42.1,272,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Virginia,2005,35.6,2638,1
All Causes,All Causes,Montana,2011,760.6,9115,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Washington,2005,40.4,2543,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,West Virginia,2005,49.6,940,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Wisconsin,2005,42.8,2490,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Wyoming,2005,58.7,302,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Alabama,2006,54,2506,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Alaska,2006,52.3,316,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Arizona,2006,56,3352,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Arkansas,2006,49.4,1415,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,California,2006,32.1,11375,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Colorado,2006,42.5,1917,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Connecticut,2006,34.6,1302,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Delaware,2006,38,329,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,District of Columbia,2006,39.4,224,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Florida,2006,46.5,8917,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Georgia,2006,45.1,3879,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Hawaii,2006,31.7,441,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Idaho,2006,47.5,682,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Illinois,2006,34.9,4451,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Indiana,2006,38.9,2480,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Iowa,2006,35.7,1188,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Kansas,2006,41.7,1198,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Kentucky,2006,57.9,2446,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Louisiana,2006,56.8,2422,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Maine,2006,40.8,572,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Maryland,2006,26.1,1456,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Massachusetts,2006,32.3,2214,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Michigan,2006,35.2,3590,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Minnesota,2006,35.4,1919,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Mississippi,2006,64.7,1856,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Missouri,2006,50.1,3009,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Montana,2006,55.7,558,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Nebraska,2006,36.1,683,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Nevada,2006,44.3,1091,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New Hampshire,2006,34.1,460,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New Jersey,2006,29,2590,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New Mexico,2006,67.6,1297,1
All Causes,All Causes,Maine,2013,754.2,13547,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,New York,2006,26.2,5235,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,North Carolina,2006,46.9,4156,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,North Dakota,2006,38.9,275,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Ohio,2006,40.5,4821,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Oklahoma,2006,56.6,2039,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Oregon,2006,40.8,1586,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Pennsylvania,2006,39.5,5299,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Rhode Island,2006,36.5,434,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,South Carolina,2006,53.3,2315,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,South Dakota,2006,53.4,452,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Tennessee,2006,54.3,3307,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Texas,2006,41.6,9140,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,United States,2006,40.2,121599,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Utah,2006,31.6,715,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Vermont,2006,45.8,301,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Virginia,2006,35.8,2703,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Washington,2006,41.5,2679,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,West Virginia,2006,62.4,1177,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Wisconsin,2006,42.7,2524,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Wyoming,2006,58.9,306,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Alabama,2007,53.8,2542,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Alaska,2007,56.4,354,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Arizona,2007,51.9,3161,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Arkansas,2007,47.8,1391,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,California,2007,32.3,11614,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Colorado,2007,44.8,2056,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Connecticut,2007,35.4,1343,1
"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional Injuries,Delaware,2007,34.8,309,1
